UPL,NYSE,
USG,NYSE,
CRK,NYSE,
AKAM,NASDAQ,
PVA,NYSE,
GPOR,NASDAQ,
FRO,NYSE,
NVAX,NASDAQ,
INCY,NASDAQ,
CMC,NYSE,
DISH,NASDAQ,
XLS,NYSE,
SID,NYSE,
ARNA,NASDAQ,
EMN,NYSE,
AKS,NYSE,
MAS,NYSE,
ARIA,NASDAQ,
ALKS,NASDAQ,
BIDU,NASDAQ,
DRYS,NASDAQ,
RAD,NYSE,
SNDK,NASDAQ,
SFUN,NYSE,
UNIS,NASDAQ,
HMY,NYSE,
KERX,NASDAQ,
SAPE,NASDAQ,
PETM,NASDAQ,
AUQ,NYSE,
SSRI,NASDAQ,
ATI,NYSE,
NXPI,NASDAQ,
CSIQ,NASDAQ,
ESV,NYSE,
SYMC,NASDAQ,
LHO,NYSE,
GALE,NASDAQ,
CHRW,NASDAQ,
MDR,NYSE,
GGB,NYSE,
BBBY,NASDAQ,
PGR,NYSE,
MA,NYSE,
SNSS,NASDAQ,
AGCO,NYSE,
BYD,NYSE,
MUR,NYSE,
LVLT,NYSE,
TDW,NYSE,
KKR,NYSE,
SGYP,NASDAQ,
VIAB,NASDAQ,
BHI,NYSE,
TEVA,NYSE,
MDVN,NASDAQ,
CROX,NASDAQ,
BTU,NYSE,
ALJ,NYSE,
HBAN,NASDAQ,
WSM,NYSE,
OII,NYSE,
ABB,NYSE,
AFFX,NASDAQ,
IP,NYSE,
SGEN,NASDAQ,
APC,NYSE,
QVCA,NASDAQ,
TEF,NYSE,
DANG,NYSE,
CREE,NASDAQ,
WETF,NASDAQ,
DAL,NYSE,
AES,NYSE,
YGE,NYSE,
ON,NASDAQ,
PTEN,NASDAQ,
TSO,NYSE,
ALTR,NASDAQ,
OREX,NASDAQ,
HL,NYSE,
MYL,NASDAQ,
GILD,NASDAQ,
HMSY,NASDAQ,
BAS,NYSE,
YHOO,NASDAQ,
CRIS,NASDAQ,
ARMH,NASDAQ,
CNP,NYSE,
ARAY,NASDAQ,
QCOM,NASDAQ,
EXXI,NASDAQ,
JWN,NYSE,
BX,NYSE,
AVGO,NASDAQ,
MTW,NYSE,
LYB,NYSE,
WLT,NYSE,
CHK,NYSE,
YOKU,NYSE,
ASTI,NASDAQ,
BBVA,NYSE,
ABX,NYSE,
ROK,NYSE,
VIV,NYSE,
BEE,NYSE,
URBN,NASDAQ,
MDT,NYSE,
EXEL,NASDAQ,
GLNG,NASDAQ,
SWN,NYSE,
MPEL,NASDAQ,
PSX,NYSE,
UAL,NYSE,
ASX,NYSE,
NEE,NYSE,
HIG,NYSE,
AEZS,NASDAQ,
AEM,NYSE,
AXAS,NASDAQ,
SQNM,NASDAQ,
UTIW,NASDAQ,
NSM,NYSE,
FSLR,NASDAQ,
LL,NYSE,
AIG,NYSE,
ABEV,NYSE,
SPLK,NASDAQ,
ATML,NASDAQ,
NKTR,NASDAQ,
MCHP,NASDAQ,
GLW,NYSE,
XL,NYSE,
AU,NYSE,
TSLA,NASDAQ,
HBI,NYSE,
UA,NYSE,
ROST,NASDAQ,
TEL,NYSE,
ETP,NYSE,
CHS,NYSE,
EMR,NYSE,
CTL,NYSE,
SWFT,NYSE,
ERJ,NYSE,
LUV,NYSE,
ACM,NYSE,
NFLX,NASDAQ,
ENLK,NYSE,
PX,NYSE,
GG,NYSE,
PBR.A,NYSE,
MON,NYSE,
BMR,NYSE,
AET,NYSE,
BKD,NYSE,
ECA,NYSE,
DDD,NYSE,
JMEI,NYSE,
CSCO,NASDAQ,
KEY,NYSE,
TS,NYSE,
NEM,NYSE,
SE,NYSE,
APO,NYSE,
TD,NYSE,
CAM,NYSE,
PBI,NYSE,
SWHC,NASDAQ,
KO,NYSE,
IVR,NYSE,
HRS,NYSE,
CB,NYSE,
OI,NYSE,
HIMX,NASDAQ,
LTM,NYSE,
WNR,NYSE,
ANTM,NYSE,
AEG,NYSE,
ADSK,NASDAQ,
HOV,NYSE,
NOW,NYSE,
ROSE,NASDAQ,
WNC,NYSE,
MT,NYSE,
BAC,NYSE,
BBT,NYSE,
XOM,NYSE,
COH,NYSE,
RDS.B,NYSE,
CPB,NYSE,
LNKD,NYSE,
EXPR,NYSE,
MSI,NYSE,
KBR,NYSE,
TASR,NASDAQ,
SONS,NASDAQ,
OAS,NYSE,
INVN,NYSE,
SCTY,NASDAQ,
JKS,NYSE,
SLXP,NASDAQ,
TRMB,NASDAQ,
ZMH,NYSE,
TKR,NYSE,
LPX,NYSE,
IRM,NYSE,
BLMN,NASDAQ,
A,NYSE,
HON,NYSE,
HPQ,NYSE,
ODP,NASDAQ,
SYY,NYSE,
Z,NASDAQ,
ADBE,NASDAQ,
TROW,NASDAQ,
FCEL,NASDAQ,
EGO,NYSE,
GT,NASDAQ,
BRCM,NASDAQ,
KEG,NYSE,
DF,NYSE,
SCI,NYSE,
AUXL,NASDAQ,
EQIX,NASDAQ,
ERIC,NASDAQ,
DNR,NYSE,
CERS,NASDAQ,
BITA,NYSE,
PANW,NYSE,
AKRX,NASDAQ,
COF,NYSE,
PBR,NYSE,
PPHM,NASDAQ,
BVN,NYSE,
XEC,NYSE,
WFM,NASDAQ,
STWD,NYSE,
USB,NYSE,
NCR,NYSE,
ACE,NYSE,
QQQ,NASDAQ,
HAL,NYSE,
AUY,NYSE,
CCI,NYSE,
ALU,NYSE,
DRE,NYSE,
FOXA,NASDAQ,
BG,NYSE,
FLS,NYSE,
GOOGL,NASDAQ,
MDU,NYSE,
AUO,NYSE,
X,NYSE,
IPG,NYSE,
PWR,NYSE,
XRX,NYSE,
AEP,NYSE,
MSFT,NASDAQ,
EXPE,NASDAQ,
PBCT,NASDAQ,
HLSS,NASDAQ,
SNI,NYSE,
ZTS,NYSE,
VLY,NYSE,
FB,NASDAQ,
SCHW,NYSE,
BA,NYSE,
EQR,NYSE,
WM,NYSE,
PAY,NYSE,
GXP,NYSE,
FDX,NYSE,
DISCK,NASDAQ,
GRMN,NASDAQ,
UMPQ,NASDAQ,
UDR,NYSE,
TOL,NYSE,
SGY,NYSE,
MAR,NASDAQ,
KIM,NYSE,
AMAG,NASDAQ,
CDE,NYSE,
CUZ,NYSE,
NRG,NYSE,
CVX,NYSE,
AG,NYSE,
ZNGA,NASDAQ,
NVO,NYSE,
PG,NYSE,
XLNX,NASDAQ,
SO,NYSE,
MDLZ,NASDAQ,
DTE,NYSE,
CFN,NYSE,
YNDX,NASDAQ,
ACWI,NASDAQ,
CLR,NYSE,
KING,NYSE,
ARUN,NASDAQ,
DVA,NYSE,
BIIB,NASDAQ,
AAL,NASDAQ,
CRUS,NASDAQ,
M,NYSE,
SPIL,NASDAQ,
NYCB,NYSE,
EOG,NYSE,
SHO,NYSE,
LSCC,NASDAQ,
PAYX,NASDAQ,
VOD,NASDAQ,
ETE,NYSE,
TRQ,NYSE,
MWA,NYSE,
TAP,NYSE,
ATVI,NASDAQ,
LEG,NYSE,
LULU,NASDAQ,
RLGY,NYSE,
PM,NYSE,
O,NYSE,
ATW,NYSE,
RTN,NYSE,
TRN,NYSE,
DHR,NYSE,
KND,NYSE,
SEE,NYSE,
SBS,NYSE,
XCO,NYSE,
NLY,NYSE,
TIF,NYSE,
SDRL,NYSE,
K,NYSE,
PE,NYSE,
EAT,NYSE,
GOOG,NASDAQ,
ABT,NYSE,
NTAP,NASDAQ,
SBH,NYSE,
DK,NYSE,
SALT,NYSE,
JAH,NYSE,
PEG,NYSE,
AMBA,NASDAQ,
TE,NYSE,
OCN,NYSE,
DG,NYSE,
REXX,NASDAQ,
FIVE,NASDAQ,
FLO,NYSE,
DD,NYSE,
MDRX,NASDAQ,
EXK,NYSE,
CNQ,NYSE,
HFC,NYSE,
VMW,NYSE,
WG,NYSE,
TTI,NYSE,
STZ,NYSE,
MNK,NYSE,
CMCSA,NASDAQ,
COMM,NASDAQ,
WYNN,NASDAQ,
RKT,NYSE,
ETFC,NASDAQ,
GNW,NYSE,
WY,NYSE,
WPZ,NYSE,
MPO,NYSE,
MWW,NYSE,
NI,NYSE,
NQ,NYSE,
SCG,NYSE,
IDTI,NASDAQ,
TER,NYSE,
ST,NYSE,
ARR,NYSE,
OPK,NYSE,
NUAN,NASDAQ,
OKE,NYSE,
CBS,NYSE,
GIS,NYSE,
DPS,NYSE,
ENDP,NASDAQ,
TXT,NYSE,
APA,NYSE,
CNI,NYSE,
CTRP,NASDAQ,
TRUE,NASDAQ,
ADI,NASDAQ,
BBD,NYSE,
BDN,NYSE,
NBR,NYSE,
UPS,NYSE,
CLD,NYSE,
WWAV,NYSE,
EXPD,NASDAQ,
NOC,NYSE,
TMO,NYSE,
EPD,NYSE,
HK,NYSE,
CYS,NYSE,
TGT,NYSE,
FNSR,NASDAQ,
MFA,NYSE,
CCL,NYSE,
AME,NYSE,
ALL,NYSE,
GCI,NYSE,
HCBK,NASDAQ,
HDS,NASDAQ,
KRFT,NASDAQ,
CBB,NYSE,
CNC,NYSE,
MUX,NYSE,
CBI,NYSE,
STR,NYSE,
EIGI,NASDAQ,
IM,NYSE,
BSX,NYSE,
ARWR,NASDAQ,
AMZN,NASDAQ,
CNDO,NASDAQ,
TOT,NYSE,
SRC,NYSE,
VIP,NASDAQ,
JBLU,NASDAQ,
POM,NYSE,
SPF,NYSE,
ERF,NYSE,
HSBC,NYSE,
CAH,NYSE,
BRK.B,NYSE,
ELX,NYSE,
MO,NYSE,
JD,NASDAQ,
COST,NASDAQ,
VIPS,NYSE,
HOG,NYSE,
NAVI,NASDAQ,
SINA,NASDAQ,
SAN,NYSE,
MRD,NASDAQ,
LLTC,NASDAQ,
AEE,NYSE,
ISIL,NASDAQ,
RRD,NASDAQ,
ALXN,NASDAQ,
OMC,NYSE,
SWKS,NASDAQ,
ANR,NYSE,
CVE,NYSE,
SRE,NYSE,
VVUS,NASDAQ,
FTI,NYSE,
T,NYSE,
EVHC,NYSE,
MAC,NYSE,
DB,NYSE,
MMC,NYSE,
CHL,NYSE,
FNF,NYSE,
PNC,NYSE,
VZ,NYSE,
CVEO,NYSE,
LINE,NASDAQ,
DOV,NYSE,
ZQK,NYSE,
ABC,NYSE,
WTW,NYSE,
AON,NYSE,
CMS,NYSE,
OGE,NYSE,
VOYA,NYSE,
ALSN,NYSE,
RTI,NYSE,
BEN,NYSE,
NSC,NYSE,
AR,NYSE,
BBEP,NASDAQ,
KMX,NYSE,
SXL,NYSE,
QGEN,NASDAQ,
DIS,NYSE,
BMY,NYSE,
INTU,NASDAQ,
PAH,NYSE,
BDSI,NASDAQ,
ITC,NYSE,
FSC,NASDAQ,
CCK,NYSE,
KBH,NYSE,
SQM,NYSE,
EXAS,NASDAQ,
SWK,NYSE,
NCLH,NASDAQ,
ALK,NYSE,
UL,NYSE,
TMUS,NYSE,
MTL,NYSE,
CNHI,NYSE,
ISIS,NASDAQ,
FITB,NASDAQ,
PSEC,NASDAQ,
LQ,NYSE,
LBTYA,NASDAQ,
SLG,NYSE,
GPK,NYSE,
SGMS,NASDAQ,
ADM,NYSE,
DAR,NYSE,
HLF,NYSE,
GM,NYSE,
ED,NYSE,
INFA,NASDAQ,
COP,NYSE,
LFL,NYSE,
NKE,NYSE,
DFS,NYSE,
TYC,NYSE,
GPRE,NASDAQ,
ARMK,NYSE,
KSS,NYSE,
BSBR,NYSE,
JOY,NYSE,
EL,NYSE,
ECL,NYSE,
CDNS,NASDAQ,
IAG,NYSE,
FL,NYSE,
MRK,NYSE,
EA,NASDAQ,
HCN,NYSE,
D,NYSE,
EC,NYSE,
WIN,NASDAQ,
RTK,NASDAQ,
MMM,NYSE,
NBG,NYSE,
UGI,NYSE,
CY,NASDAQ,
CPN,NYSE,
SQQQ,NASDAQ,
HZNP,NASDAQ,
CRM,NYSE,
NTRS,NASDAQ,
AXP,NYSE,
ALB,NYSE,
VTR,NYSE,
CNX,NYSE,
KN,NYSE,
HA,NASDAQ,
JNS,NYSE,
BRX,NYSE,
LKQ,NASDAQ,
WMGI,NASDAQ,
ETN,NYSE,
ADP,NASDAQ,
PPL,NYSE,
GRPN,NASDAQ,
JCI,NYSE,
AIV,NYSE,
NAT,NYSE,
BWA,NYSE,
OHI,NYSE,
YY,NASDAQ,
ES,NYSE,
HLX,NYSE,
ATHM,NYSE,
CL,NYSE,
ITW,NYSE,
IBN,NYSE,
TV,NYSE,
V,NYSE,
LVS,NYSE,
WDAY,NYSE,
VEEV,NYSE,
GME,NYSE,
MRC,NYSE,
AMH,NYSE,
JCP,NYSE,
MPW,NYSE,
CIG,NYSE,
RY,NYSE,
TSU,NYSE,
PIR,NYSE,
CAG,NYSE,
AVEO,NASDAQ,
TC,NYSE,
BCE,NYSE,
TPH,NYSE,
KORS,NYSE,
AVP,NYSE,
BWP,NYSE,
RDC,NYSE,
HSP,NYSE,
MVIS,NASDAQ,
PRGO,NYSE,
HST,NYSE,
HUN,NYSE,
AMD,NASDAQ,
LNC,NYSE,
FNFG,NASDAQ,
VLO,NYSE,
FOX,NASDAQ